标题,参考价,京东价
朗科越影 8GB DDR4 3200,239,
威刚XPG 龙耀D50 16GB（2×8GB）DDR4 4133,999,
HP V10 RGB 16GB（2×8GB）DDR4 4000,1079,
威刚XPG威龙D20 16GB（2×8GB）DDR4 3600,679,
雷克沙16GB DDR4 3200（台式机）,435,189
威刚XPG威龙D20 16GB DDR4 3600,659,
光威奕Pro 16GB（2×8GB）DDR4 3200 RGB灯条,469,
Acer 掠夺者 Talos 32GB（2×16GB）DDR4 3600 B-Die颗粒,1499,
威刚XPG-Z1威龙 64GB（2×32GB）DDR4 3600,2699,779
Acer 掠夺者 Talos 16GB（2×8GB）DDR4 3600 B-Die颗粒,749,
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 4133,1299,
阿斯加特笔记本内存条 8GB DDR4 3200,279,109
威刚XPG Z1 32GB（2×16GB）DDR4 3000,1239,
超频三16GB DDR4 2666（台式机）,419,
阿斯加特洛极W3 16GB（2×8GB）DDR4 3600,719,
海康威视8GB（2×4GB）DDR4 2666（台式机）,269,
昱联16GB（2×8GB）DDR4 2666（台式机）,499,
紫光御紫 8GB DDR4 3200,215,
技宏天河 4GB DDR4 2666,159,
芝奇皇家戟 32GB（2×16GB）DDR4 3200（F4-3200C16D-32GTRG）,1599,
海盗船统治者RGB 32GB（2×16GB）DDR4 4000,4599,
影驰HOF EXTREME 16GB（2×8GB）DDR4 3600（CL 16）,999,
威刚XPG 龙耀D50 64GB（2×32GB）DDR4 3200,2399,
影驰HOF OC Lab 幻迹 16GB（2×8GB）DDR4 3866,1029,
金士顿骇客神条FURY 16GB DDR4 3733 RGB（HX437C19FB3AK2/16）,829,469
影驰星曜 32GB DDR4 3600,1099,
威刚XPG-Z1威龙 16GB DDR4 2666（8GB×2）,629,
威刚XPG 威龙 8GB DDR4 3000,315,
威刚XPG 威龙 16GB DDR4 2666,599,
阿斯加特洛极T2 32GB DDR4 3000,680,
阿斯加特洛极T2 16GB DDR4 3000,375,
阿斯加特洛极T2 16GB（2×8GB）DDR4 3200,529,
威刚XPG-Z1威龙 16GB(8G×2) DDR4 3600,699,229
影驰星曜 16GB DDR4 3600,1099,
影驰星曜 8GB DDR4 3200,369,
威刚XPG 威龙 16GB DDR4 3000,619,
星辰聚4GB DDR4 1600,99,
精粤8GB DDR3 1600,168,49
金邦黑龙电竞 8GB DDR3 1666,249,
金士泰4GB DDR3 1600,135,
枭鲸8GB DDR3 1600,138,
海力士4GB DDR3 1066,299,
影驰HOF OC LAB 彩光 16GB DDR4 4000,1259,
辛士达8GB DDR4 2400,259,
影驰HOF OC LAB 极光 16GB DDR4 4000,1299,
光威战将 16GB DDR4 2666,425,
金邦16GB DDR4 2666,529,149
科赋CRAS X 16GB（2×8G）DDR4 3466,1199,
光威悍将 8GB DDR4 2666,239,79
阿斯加特洛极W2系列 DDR4 3200 8GB RGB灯条,299,
阿斯加特洛极W1 16GB（2×8GB）DDR4 3000 RGB灯条,649,
阿斯加特洛极T2 8GB DDR4 3000,299,
阿斯加特暗影猎手 DDR4 16GB 2400,559,
威刚XPG 龙耀D60G 32GB（2×16GB）DDR4 3200,1349,
金百达8GB DDR3L 1600,249,
金士顿骇客神条 Predator DDR4 8GB 3000,399,
威刚万紫千红 16GB DDR4 2666（笔记本）,799,
三星16GB DDR4 2133（笔记本）,899,
金百达8GB DDR4 2666,219,
科赋BOLT X 8GB DDR4 3200,299,
海力士4GB DDR4 2666（笔记本）,189,
三星4GB DDR4 2133（笔记本）,179,
海力士4GB DDR4 2133（笔记本）,219,
英睿达16GB DDR4 2666（笔记本）,569,
海力士4GB DDR3L 1600（笔记本）,148,
威刚XPG威龙系列8GB DDR4 2666,459,124
光威TYPE-a 8GB DDR4 3000,699,
光威悍将 8GB DDR4 2133,386,
阿斯加特洛极W1 8GB DDR4 2666,279,
威刚XPG 16GB DDR4 2666（套装）,589,
英睿达4GB DDR4 2400,169,79
海盗船复仇者8GB DDR4 2666（笔记本）,289,149
威刚XPG 8GB DDR4 2666,279,
影驰GALAX 4GB DDR3 1600,185,
威刚万紫千红 8GB DDR4 2133,359,
英睿达铂胜运动 LT 8GB DDR4 2400,759,
威刚XPG Z1 16GB DDR4 3000,589,
阿斯加特阿扎赛尔Q1 16GB DDR4 3200,1299,
威刚XPG Z1 8GB DDR4 3000,319,
金鹏城4GB DDR3 1600,168,
芝奇Flare X 8GB DDR4 2400（F4-2400C16S-8GFX）,749,
阿斯加特雷赤X3 16GB DDR4 2400,779,
光威32GB DDR4 2400,999,
威刚XPG威龙 8GB DDR4 2800,879,
威刚XPG F1 8GB DDR4 2400（笔记本）,439,
威刚XPG Flame 4GB DDR4 2400,569,
威刚万紫千红 8GB DDR4 2133（笔记本）,319,
金士顿HyperX Savage 16GB DDR3 2400（HX324C11SRK2/16）,1399,
威刚XPG威龙 8GB DDR4 2800,309,
光威8GB DDR4 2133,350,
金士顿骇客神条Impact 16GB DDR4 2133（HX421S13IBK2/16）,1899,
金士顿骇客神条FURY 16GB DDR4 2666（HX426C15FBK4/16）,745,
三星REG 8GB DDR3 1333 10600R 1R*4,399,
三星HP专用 REG 8GB DDR3 1333 10600R 2R*4,699,
三星REG 16GB DDR4 2133 2R*4,1399,
光威悍将 8GB DDR4 2400,409,
光威悍将系列 16GB DDR4 2400,249,
海盗船统治者铂金 32GB DDR4 2400 （CMD32GX4M4A2400C14）,1699,
光威战将台式 8GB DDR3 1600,329,
威刚4GB DDR4 2133,219,
宇瞻经典 4GB DDR3 1600,119,
海盗船8GB DDR3 1600（CMSO8GX3M1A1600C11）,409,
宇瞻经典 8GB DDR3 1600,299,
雷克沙雷神之锤 DDR5 6000 32GB(16GBx2) CL38 白色,639,629
海盗船16GB DDR3 1866（CMZ16GX3M4X1866C9R）,899,
雷克沙Ares战神之翼 DDR5 6800 32GB(16GB×2) 黑色,799,839
美商海盗船复仇者 DDR5 6400 96GB（2×48GB）C32,2899,2899
美商海盗船统治者铂金 RGB DDR5 6400 32GB（2×16GB）,1279,
美商海盗船复仇者 RGB DDR5 6000 32GB（2×16GB）,879,879
美商海盗船复仇者 RGB 吹雪联名款 DDR5 6400 32GB（2×16GB）,849,899
美商海盗船复仇者 RGB SL DDR5 6000 64GB（2×32GB）,1499,
美商海盗船复仇者 RGB SL DDR5 6800 16GB,529,
金邦千禧 笔记本内存 DDR5 5600 64GB（2×32GB）,1099,1099
金邦千禧 笔记本内存 DDR5 5200 8GB,169,169
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 7200 16GB,619,
阿斯加特博德斯曼 双叉戟 DDR5 6400 32GB（2×16GB）,719,
十铨科技VULCAN火神 DDR5 6000 32GB（2×16GB）,689,569
金邦千禧 笔记本内存 DDR5 5600 16GB,249,239
阿斯加特博德斯曼 双叉戟 DDR5 6000 32GB（2×16GB）,789,
七彩虹白羊座 DDR4 3200 16GB,245,164
七彩虹天蝎座 DDR4 3200 16GB,169,145
海力士8GB DDR4 3200台式机内存,149,119
海力士16GB DDR4 2666台式机内存,269,209
七彩虹MEOW 橘影橙 DDR4 3600 32GB（2×16GB）,499,449
海力士8GB DDR4 2400台式机内存,125,99
精粤8GB DDR4 3200马甲条,123,65
科赋炎龙CRAS XR5 RGB DDR5 6200 64GB（2×32GB）,1699,1599
金邦巨蟹 DDR5 5600 32GB（2×16GB）,669,499
金邦巨蟹 DDR5 6000 32GB（2×16GB）,739,579
精粤8GB DDR4 3600马甲条,150,85
阿斯加特金伦加&TUF联名款 DDR5 6800 32GB（2×16GB）,759,799
威刚XPG 威龙 D500 DDR5 6400MHz 32GB(16GBx2) 酷黑,989,819
金邦巨蟹 RGB DDR5 6400 24GB,439,449
威刚XPG 威龙 D500 DDR5 6000 64GB(32GBx2) 釉白,1679,759
威刚XPG 威龙 D500 DDR5 6400MHz 32GB(16GBx2) 釉白,989,819
威刚XPG 威龙 D500 DDR5 6000 32GB 酷黑,839,379
威刚XPG 龙耀 D300G DDR5 6400 64GB(32GBx2) 酷黑,1699,1629
威刚XPG 龙耀 D300G DDR5 6400 64GB(32GBx2) 釉白,1699,1629
威刚XPG 龙耀 D300G DDR5 6400 32GB(16GBx2) 釉白,1089,1049
威刚XPG 龙耀 D500G 吹雪 DDR5 6400 32GB(16GBx2),999,928
威刚XPG 龙耀 D500G DDR5 6400 64GB(32GBx2),1899,
威刚XPG 龙耀 D300G DDR5 6400 16GB 釉白,545,539
威刚XPG 龙耀 D500G RO姬 DDR5 6400 64GB(32GBx2),1899,1699
威刚XPG 龙耀 D500G RO姬 DDR5 6000 64GB(32GBx2),1899,
威刚XPG 龙耀 D500G RO姬 DDR5 7200 32GB(16GBx2),1479,1098
影驰星曜 DDR5 6800 32GB(16GBx2),879,729
光威龙武系列 DDR5 6800 48GB(24GB×2) 海力士M-die,899,899
影驰HOF EXTREME DDR5 8000 48GB(24GBx2),3299,1399
光威龙武系列 DDR5 6800 32GB(16GB×2) 海力士A-die,769,779
光威龙武系列 DDR5 6400 48GB(24GB×2) 海力士M-die,849,
光威神策RGB系列 DDR5 6400 32GB(16GB×2) 海力士A-die,789,879
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2) RGB款,1699,
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2) 白色款,1599,
光威天策系列 DDR5 6400  32GB(16GB×2),669,629
金士顿FURY 叛逆者Renegade DDR5 6800 16GB,719,
金士顿FURY 叛逆者Renegade DDR5 7200 16GB 白色款,799,
美商海盗船复仇者 RGB SL DDR5 6400 64GB(32GBx2),1799,1799
金士顿32GB(16G×2) DDR5 5200笔记本内存条,819,
金士顿16GB(8G×2) DDR5 4800笔记本内存条,479,596
金士顿8GB DDR5 4800笔记本内存条,239,366
联想32GB DDR5 4800笔记本内存条,619,
Acer宏碁 Hermes冰刃系列 48G(24G×2) DDR5 6800,1699,1299
酷兽夜枭 16GB DDR4 3600,199,179
玖合DDR4 2666 8GB,88,78
玖合星舞16GB(8Gx2)  DDR4 4000,249,
玖合星辰 8GB DDR4 3200,93,
玖合星辰 16GB DDR4 3200,169,
玖合星辰  16GB(8GBx2) DDR4 3200,178,
先锋4GB DDR4 2666 笔记本内存条,39,
十铨科技幻镜 32G(16G*2) C14 DDR4 3600,1719,
先锋冰锋系列 16GB*2 DDR4 3600,379,
玖合星舞 32GB（2×16GB）DDR4 3600,419,339
沃存16GB（2×8GB）DDR4 2666,139,
沃存16GB（2×8GB）DDR4 3200,149,
玖合星耀 16GB（2×8GB）DDR5 5600,299,
英睿达32GB（2×16GB）DDR5 5200 笔记本内存条,599,
七彩虹战斧 赤焰 32GB（2×16GB）DDR4 4000,569,
铨兴8GB DDR4 3200（笔记本）,229,89
宇瞻暗黑女神NOX DDR4 32GB（2×16GB）3200 RGB灯条 白色,779,
美商海盗船复仇者RGB 8×32GB DDR4 3600吹雪联名款,9799,
美商海盗船复仇者 32GB（2×16GB）DDR5 5200,919,649
联想8GB DDR3 1333（笔记本）,329,
美商海盗船复仇者RGB 8GB DDR4 3200吹雪联名款,9799,
美商海盗船复仇者RGB 16GB DDR4 3600吹雪联名款,9799,
美商海盗船复仇者RGB SL 4×32GB DDR4 3600,9799,
美商海盗船复仇者 RGB PRO 8×32GB DDR4 3200,9799,
美商海盗船复仇者RGB SL 8GB D4 3200,9799,
美商海盗船复仇者 RGB PRO 2×8GB DDR4 3200,299,
美商海盗船复仇者LPX 16GB DDR4 3000,399,349
海力士8GB DDR3L 1866（笔记本）,229,89
影驰金属大师 16GB DDR5 4800,579,759
阿斯加特弗雷 Freyr 32GB（2×16GB）DDR4 3200,829,499
阿斯加特弗雷 Freyr 16GB（2×8GB）DDR5 5200,479,
七彩虹战斧 16GB DDR5 4800,1029,
联想8GB DDR3 1600（笔记本）,269,69
芝奇炫锋戟 32GB（2×16GB）DDR5 5600 C36,899,
玖合忆界 32GB（2×16GB）DDR4 3200,779,
索奈特4GB DDR3 1333（台式机）,75,29
雷克沙Hades OC 32GB（2×16GB）DDR4 3600,929,
联想炫光RGB 16GB（2×8GB） DDR4 3200,419,
麦光16GB DDR4 2666（笔记本）,509,
麦光4GB DDR3 1600（笔记本）,139,
梅捷16GB DDR4 2666（台式机）,399,
麦光4GB DDR3 1600（台式机）,109,64
麦光8GB DDR3 1600（台式机）,185,220
科赋CRAS XR RGB 16GB DDR4 4000,999,
朗科超光 8GB DDR4 2666,219,75
亿储16GB DDR4 3200,489,
朗科越影 8GB DDR4 2666,189,85
创见32GB DDR3 1600（笔记本）,999,
朗科越影 16GB DDR4 2400,299,
金邦锐速 16GB DDR4 3200,599,
阿斯加特洛极T2 32GB（2×16GB）DDR4 3200,1139,
光威天策 8GB DDR4 3000,219,
威刚XPG威龙D20 8GB DDR4 3600,349,
阿斯加特洛极T2 16GB DDR4 3200,499,
威刚XPG-Z1威龙 64GB（4×16GB）DDR4 3200,2549,
紫光琉璃黄金斩 16GB（2×8GB）DDR4 3600,879,
紫光琉璃黄金斩 32GB（2×16GB）DDR4 3600,1399,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3600（BL2K8G36C16U4W）,539,
阿斯加特洛极W3 2.0 32GB（2×16GB）DDR4 4000,1599,
英睿达Ballistix铂胜MAX 16GB（2×8GB）DDR4 4000（BLM2K8G40C18U4BL）,1399,
阿斯加特笔记本内存条 16GB DDR4 2666,499,
超频三4GB DDR4 2666（台式机）,119,
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 3600 CL14,1899,
金泰克贪狼星 32GB DDR4 3200,799,
昱联32GB（2×16GB）DDR4 2666（台式机）,899,
酷兽夜枭 32GB DDR4 2666,669,289
阿斯加特黑骑士V2 16GB（2×8GB）DDR4 3600,459,
劲鲨DDR3 8GB 1600Mzh,188,
酷兽剑齿虎 16GB（2×8GB）DDR4 3200 RGB,459,599
紫光8GB DDR4 3200 马甲条,249,
海康威视U10 16GB DDR4 3000,469,
金士顿32GB DDR4 2666（KCP426ND8/32）,1199,
科赋BOLT X 8GB DDR4 3600,329,
技宏天河 16GB DDR4 2666,529,
台电极光系列 A40 32GB（2×16GB）DDR4 3200,959,
科赋BOLT X 32GB（2×16GB）DDR4 3200,1099,
宜鼎DDR3 4GB 1600,300,
宜鼎DDR4 8GB 2666,880,
宜鼎DDR4 4GB 2666,600,
七彩虹战戟 8GB DDR4 3000,219,
宜鼎DDR 256MB 400 SODIMM,300,
宜鼎DDR2 1GB 800,450,
芝奇Ripjaws 8GB DDR4 3200,299,
影驰HOF OC Lab 幻迹 16GB（2×8GB）DDR4 4000,1099,
影驰HOF OC Lab 皑钻 16GB（2×8GB）DDR4 4000,1299,
紫光16GB DDR4 2666（台式机）,369,
紫光16GB DDR4 2666（笔记本）,389,
紫光御紫 32GB（2×16GB）DDR4 2666,828,
光威TYPE-a 16GB（2×8GB）DDR4 3200,469,
黑金刚4GB DDR3 1600,170,
影驰名人堂 HOF 16GB（2×8GB）DDR4 3000,899,
海盗船统治者铂金 RGB 64GB（4×16GB）DDR4 3000,4999,
海盗船复仇者RGB PRO 64GB（2×32GB）DDR4 3200,2599,
海盗船复仇者RGB PRO 128GB（4×32GB）DDR4 3200,5699,
金士顿骇客神条Predator 32GB（4×8GB）DDR4 3600 RGB灯条,1769,
雷克沙8GB DDR4 2666（笔记本）,209,
金泰克X3烈焰风暴 8GB DDR4 2666,252,
棘蛇16GB（2×8GB）DDR4 3200 黑马甲条,399,
威刚万紫千红 8GB DDR4 3200（笔记本）,309,109
HP S1 16GB DDR4 2666,479,
威刚XPG-威龙D10G 8GB DDR4 3000,299,
玖合16GB(8G×2)  DDR4 3200,479,
玖合32GB(16G×2)  DDR4 3600,899,
棘蛇8GB DDR3 1600（台式机）,185,
威刚XPG-威龙D10G 16GB(8G×2)  DDR4 3200,629,
科赋BOLT X 16GB（2×8GB）DDR4 3200,569,
威刚万紫千红 32GB DDR4 2666（笔记本）,1159,
威刚XPG 龙耀D60G 32GB(2×16GB) DDR4 3600,1499,
铂胜运动系列 8GB DDR4 3000,329,
金士泰4GB DDR4 2400,210,
棘蛇4GB DDR3 1600,98,
金邦狂速超频 EVO-POTENZA 16GB DDR4 3000,549,
海力士2GB DDR3 1333,99,
极匠8GB DDR4 2400（变异者主机定制内存）,359,
极匠4GB DDR3 1600,199,
海力士2GB DDR3 1066,99,
七彩虹iGame 马甲条 8GB DDR4 3000,219,
Team 8GB DDR4 3200,339,
Tt Water Ram RGB 16GB DDR4 3200,2999,
Winconway 4GB DDR3L 1600,89,
挚科8GB DDR3 1333,159,
金泰克4GB DDR4 2666,139,
科赋8GB DDR4 2666（笔记本）,245,
科赋BOLT X 雷霆 4GB DDR4 3200,189,
海力士8GB DDR4 2133（笔记本）,265,
英睿达4GB DDR4 3200（CT4G4SFS632A）,209,
英睿达4GB DDR4 3200（CT4G4DFS632A）,199,
铭瑄 终结者Q3 16GB DDR4 2666,459,
宇瞻8GB DDR4 2666（笔记本）,199,
Team 火神系列 8GB DDR4 3000,217,
芝奇Ripjaws 3000 16GB（F4-3000C16D-16GRS）,1599,
影驰DDR4 2400 4GB,169,
金邦16GB DDR4 3000,599,
宏想2GB DDR3 1333（台式机）,50,
阿斯加特洛极W2 16GB DDR4 3000 RGB灯条,669,
阿斯加特洛极T2 DDR4 2666 8GB,229,
阿斯加特洛极T2 16GB（2×8GB）DDR4 3000,459,
联想8GB DDR3L 1600,239,69
联想16GB DDR4 2400（笔记本）,579,179
联想4GB DDR4 2400,129,59
联想4GB DDR3L 1600,109,49
瑾宇DDR2 667 1GB（笔记本）双面颗粒,18,
阿斯加特暗影猎手 16GB DDR4 2400,439,
宇瞻经典普条  DDR4 2666 16GB,669,
金泰克贪狼星 8GB DDR4 2666,259,
金百达4GB DDR4 2666,109,45
科赋16GB DDR4 2666（台式机）,499,
金百达4GB DDR3L 1600,105,45
威刚XPG威龙 8GB DDR4 3600,699,
金百达8GB DDR4 2400,219,
三星4GB DDR4 2666（笔记本）,299,
威刚XPG龙耀D41 RGB 8GB DDR4 3200,349,
威刚XPG F1 16GB DDR4 2400（笔记本）,899,
英睿达16GB DDR4 2400（笔记本）,869,
光威TYPE-a 8GB DDR4 2666,399,
海盗船复仇者8GB DDR4 2400（笔记本）,849,
英睿达4GB DDR3L 1600,129,49
英睿达铂胜运动 8GB DDR4 2666,479,
铭瑄 终结者Q3 8GB DDR4 2666,249,
影驰GAMER Ⅱ 8GB DDR4  3000,679,
金士顿HyperX Predator  8GB DDR4 2933 RGB灯条,899,
影驰GAMER Ⅱ 8GB DDR4 2400,239,
影驰将系列4GB DDR4 2133,388,
金泰克磐虎 8GB DDR4 2133,369,
阿斯加特阿扎赛尔 16GB DDR4 2400,1699,
海盗船复仇者RGB 16GB DDR4 3466（CMR16GX4M2C3466C16）,2199,
台电极光A30 DDR4 2400（4GB）,359,
英睿达8GB DDR4 2400（CT8G4DFD824A）,458,
英睿达8GB DDR4 2400（CT8G4SFS824A）,508,
瑞势天狼 8GB DDR3 1600,399,
瑞势天狼 4GB DDR3 1600,169,
海盗船复仇者LED 64GB DDR4 3000（CMU64GX4M4C3000C15R）,6409,
海盗船复仇者LPX 16GB DDR4 2400（CMK16GX4M1A2400C16）,1399,
现代8GB DDR3 1600,419,
阿斯加特阿扎赛尔Q1 16GB DDR4 3600,1499,
芝奇Ripjaws4 8GB DDR4 3200（F4-3200C16S-8GRKB）,399,
阿斯加特雷赤ZG 8GB DDR4 2400,389,
芝奇Flare X 16GB DDR4 2400（F4-2400C16D-16GFXR）,1599,
阿斯加特雷赤X3 8GB DDR4 2400,419,
威刚XPG F1 8GB DDR4 2400,469,
威刚XPG F1 16GB DDR4 2400,939,
芝奇Ripjaws4 32GB DDR4 2800（F4-2800C15Q-32GRBB）,1899,
Team 8GB DDR4 2400（TED48G2400C16-SBK）,229,
芝奇幻光戟 16GB（2×8GB）DDR4 3000（F4-3000C15D-16GTZR）,1299,
芝奇Ripjaws4 64GB DDR4 2666（F4-2666C16Q2-64GRB）,4999,
金泰克X5 16GB DDR4 3200,1199,
威刚XPG Dazzle 16GB DDR4 2400,1699,
芝奇Ripjaws4 16GB DDR4 3000（F4-3300C16Q-16GRK）,4699,
海盗船复仇者LED 64GB DDR4 3200 （CMU64GX4M4C3200C16）,2649,819
金邦千禧条 8GB DDR4 2400,350,
金邦千禧条 8GB DDR3 1600 C11,249,
金士顿骇客神条Impact 8GB DDR4 2133（HX421S13IBK2/8）,829,
金士顿骇客神条Impact 4GB DDR4 2133（HX421S13IB/4）,259,
金士顿骇客神条Impact 8GB DDR3 2133（HX321LS11IBK1/8）,529,
金士顿骇客神条Impact 8GB DDR4 2133（HX421S13IB/8）,829,
Team 4GB DDR3 1600（TED34G1600C11BK）,159,
金士顿4GB DDR3 1600（KVR16S11S8/4BK）,229,
Team 火神Vulcan 8GB DDR3 2400,279,
海盗船8GB DDR4 2133（CMV8GX4M1A2133C15）,349,
海盗船复仇者LPX 32GB DDR4 2666（CMK32GX4M4A2666C16）,3299,
海盗船复仇者 8GB DDR3 1600（CMSX8GX3M2A1600C9）双条,629,
金士顿Predator 32GB DDR4 3000（HX430C15PB3K4/32）,3299,
金士顿Predator 32GB DDR4 2400（HX424C12PBK4/32）,1599,
金士顿4GB DDR4 2133（KVR21N15/4）,449,
芝奇Z 8GB DDR4 3000（F4-3000C15D-8GTZB）,869,
三星REG 8GB DDR4 2133 1R*4,800,
芝奇Trident Z 16GB DDR4 3400（F4-3400C16D-16GTZ）,1888,
海盗船复仇者LPX 8GB DDR4 2400 （CMK8GX4M2A2400C14）,389,
芝奇RipjawsX 16GB DDR3 2666（F3-2666C11D-16GTXD）,1339,
金士顿骇客神条T2 8GB DDR3 2800（KHX28C12T2K2/8X）,1599,
芝奇RipjawsX 16GB DDR3 2133（F3-2133C9Q-16GXL）,899,
芝奇RipjawsX 8GB DDR3 2666（F3-2666C11D-8GTXD）,699,
芝奇RipjawsX 8GB DDR3 2800（F3-2800C12D-8GTXDG）,1199,
海盗船统治者铂金 8GB DDR3 2800（CMD8GX3M2B2800C12）,799,
海盗船复仇者Pro 64GB DDR3 2133 （CMY64GX3M8A2133C11）,2999,
海盗船复仇者Pro 16GB DDR3 2800 （CMY16GX3M2A2800C12R）,4299,
金士顿Predator 16GB DDR4 2133（HX421C13PBK4/16）,1499,
海盗船复仇者Pro 32GB DDR3 2400（CMY32GX3M4A2400C11R）,1399,
金士顿骇客神条Impact 16GB DDR3 2133（HX321LS11IBK2/16）,1169,
海盗船16GB DDR3 1600（CMY16GX3M2A1600C9R）,1189,
金士顿骇客神条Impact 8GB DDR3 2133（HX321LS11IBK2/8）,399,
海盗船8GB DDR3 2133（CMY8GX3M2B2133C9）,699,
金邦千禧条 8GB DDR3 1333,209,
国惠8GB DDR3 1600,309,
宇瞻捷豹战神 8GB DDR3 3000,3499,
雷克沙Ares战神之翼 DDR5 7200 48GB(24GB×2) 黑色,1449,1389
金士顿骇客神条T1 8GB DDR3 1600（KHX1600C9D3T1K2/8GX）,399,
雷克沙Ares战神之翼 DDR5 7200 32GB(16GB×2) 黑色,849,849
Acer宏碁 Hera 影锋 DDR5 8200 32GB（2×16GB）,999,999
雷克沙Ares战神之翼 DDR5 6400 32GB(16GB×2) C30 黑色,799,869
景讯欣SU3D 8GB DDR4 2666笔记本内存,199,
美商海盗船复仇者 RGB DDR5 6400 32GB（2×16GB）,849,
美商海盗船复仇者 RGB DDR5 6200 32GB（2×16GB）,799,
美商海盗船复仇者 RGB DDR5 5200 32GB,699,699
美商海盗船复仇者 RGB DDR5 6000 16GB,439,439
美商海盗船复仇者 RGB DDR5 5600 64GB（2×32GB）,1599,1599
美商海盗船复仇者 RGB DDR5 6000 64GB（2×32GB）,1749,
美商海盗船复仇者 RGB DDR5 5600 32GB,889,
美商海盗船复仇者 RGB DDR5 5600 32GB（2×16GB）,799,799
美商海盗船复仇者 RGB DDR5 5600 16GB,459,
美商海盗船复仇者 DDR5 6400 32GB C32,849,929
美商海盗船统治者泰坦 RGB DDR5 6600 96GB（2×48GB）,3899,3799
美商海盗船复仇者 DDR5 6600 96GB（2×48GB）,2979,2979
美商海盗船统治者铂金 RGB DDR5 6400 64GB（2×32GB）,2099,2199
美商海盗船统治者铂金 RGB DDR5 6000 32GB（2×16GB）C36,1099,
美商海盗船复仇者 RGB 吹雪联名款 DDR5 6000 64GB（2×32GB）,1649,
美商海盗船复仇者 RGB SL DDR5 7200 16GB,579,
美商海盗船复仇者 RGB SL DDR5 7200 32GB（2×16GB）,1099,
美商海盗船复仇者 RGB 吹雪联名款 DDR5 6000 32GB（2×16GB）,829,
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6800 16GB,599,599
美商海盗船复仇者 RGB SL DDR5 6000 16GB,439,439
美商海盗船复仇者 RGB SL DDR5 6000 32GB（2×16GB）,799,799
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6400 16GB,489,489
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6400 32GB（2×16GB）,899,899
美商海盗船复仇者 RGB SL 樱瞳花嫁联名款 DDR5 6400 32GB,949,
金邦千禧 DDR5 5600 8GB,149,149
美商海盗船复仇者 RGB SL DDR5 6800 64GB（2×32GB）,1999,
美商海盗船复仇者 RGB SL DDR5 6800 32GB（2×16GB）,1049,999
金邦千禧 笔记本内存 DDR4 3200 32GB,359,337
金邦千禧 笔记本内存 DDR4 3200 16GB（2×8GB）,189,189
金邦千禧 笔记本内存 DDR4 3200 64GB（2×32GB）,729,676
金邦千禧 笔记本内存 DDR4 2666 8GB,78,89
金邦千禧 笔记本内存 DDR4 2666 8GB（2×4GB）,129,
金邦千禧 笔记本内存 DDR4 2666 32GB（2×16GB）,289,289
金邦千禧 笔记本内存 DDR5 5600 16GB（2×8GB）,358,
金邦千禧 笔记本内存 DDR5 5200 64GB（2×32GB）,1089,1089
金邦千禧 笔记本内存 DDR5 4800 64GB（2×32GB）,1089,1089
金泰克速虎 白月光 DDR5 6400 32GB（2×16GB）,699,
十铨科技XTREEM玄镜 DDR5 8000 48GB（2×24GB）,2099,1988
金邦千禧 笔记本内存 DDR5 4800 16GB,209,199
七彩虹天蝎座 DDR4 3600 16GB,179,159
十铨科技XTREEM幻镜 DDR5 8200 48GB（2×24GB）,2999,2999
十铨科技XTREEM幻镜 DDR5 6400 32GB（2×16GB）,959,869
金士顿FURY Beast超级野兽 RGB DDR5 6800 32GB（2×16GB）黑,1499,1299
海力士32GB DDR4 2666台式机内存,539,459
海力士DDR4 2666台式机内存 4GB,79,59
海力士4GB DDR4 2400台式机内存,75,59
海力士16GB DDR4 2133台式机内存,249,189
海力士16GB DDR4 2400台式机内存,259,199
科赋炎龙CRAS XR5 RGB DDR5 7200 32GB（2×16GB）,1299,969
科赋炎龙CRAS V RGB DDR5 7600 32GB（2×16GB）,1329,999
海力士8GB DDR4 2133台式机内存,119,95
来酷8GB DDR3L 1600笔记本内存低压版,79,49
科赋炎龙CRAS V RGB DDR5 7200 32GB（2×16GB）,1089,739
来酷16GB DDR5 4800笔记本内存,289,199
美商海盗船复仇者 笔记本内存 DDR5 5600 32GB（16GBx2）,999,999
精粤16GB DDR4 3600马甲条,233,155
来酷16GB DDR4 2666笔记本内存,189,139
美商海盗船复仇者 笔记本内存 DDR5 4800 16GB,339,339
长城台式机内存条 DDR5 4800 16GB,299,199
美商海盗船复仇者 笔记本内存 DDR5 4800 32GB,659,659
长城铠甲系列 DDR5 6000 32GB（2×16GB）,689,479
金邦摩羯 DDR5 7200 32GB（2×16GB）,1099,
科赋雷霆BOLT V DDR5 6800 32GB（2×16GB）,1049,749
金邦巨蟹 DDR5 5600 96GB（2×48GB）,2999,1899
金邦摩羯 DDR5 6000 32GB（2×16GB）,1249,
