标题,参考价,京东价
技嘉AORUS GeForce RTX 5080 MASTER 16G,11999,1.3万
华硕TUF GAMING RTX5080 O16G GAMING,11999,1.4万
msi微星GeForce RTX 5080 16G VANGUARD SOC LAUNCH EDITION,11999,1.3万
映众GeForce RTX 5080 超级冰龙,11999,1.25万
微星GeForce RTX 3090 SUPRIM X 24G,11999,
七彩虹战斧 GeForce RTX 3090,11999,
影驰GeForce RTX 3090 GAMER OC,11999,
丽台GeForce RTX 3080 Ti LIFE ES,11999,
技嘉GeForce RTX 3090 EAGLE 24G,11999,
影驰GeForce RTX 3090 金属大师,12199,
影驰GeForce RTX 3090 金属大师 OC,12199,
技嘉AORUS GeForce RTX 5080 MASTER ICE 16G,12299,1.33万
索泰GeForce RTX 3090-24G6X X-GAMING OC,12399,
技嘉RTX 2080Ti TURBO OC 11G,12499,
华硕TUF-RTX3090-24G-GAMING,12499,
技嘉AORUS GeForce RTX 3090 MASTER 24G,12499,
Inno3D GeForce RTX 3090 GAMING X3,12549,
七彩虹战斧 GeForce RTX 4080 16GB 豪华版,12799,
华硕RTX 4080 RTX4080-O16G-NOCTUA,12888,9499
Inno3D GeForce RTX 3090冰龙版,12949,
技嘉AORUS GeForce RTX 4080 16GB MASTER,12985,
华硕GeForce RTX 4080 SUPER O16G NOCTUA 猫头鹰系列,12989,
影驰Geforce RTX 3090 HOF Extreme,12999,
技嘉AORUS RTX 2080Ti XTREME 11G,12999,
耕升RTX 4090 炫光,12999,
技嘉AORUS GeForce RTX 4080 16GB XTREME WATERFORCE,12999,
PNY RTX4080 16GB XLR8 Gaming VERTO EPIC-X RGB OC,12999,
索泰GeForce RTX 4090 天启,12999,
华硕TUF-RTX3090-O24G-GAMING,12999,
华硕ROG-STRIX-RTX4080-O16G-WHITE,12999,1.35万
影驰GeForce RTX 3070 星曜 永劫无间版[FG],12999,
影驰GeForce RTX 3080 Ti HOF Pro,12999,
PNY GeForce RTX4090 24GB XLR8 Gaming VERTO EPIC-X LED,12999,
索泰GeForce RTX 3090-24G6X PGF OC,12999,
技嘉GeForce RTX 3090 EAGLE OC 24G,12999,
微星GeForce RTX 3090 VENTUS 3X 24G OC,12999,
七彩虹战斧 GeForce RTX 4090 豪华版,12999,1.56万
华硕TUF-RTX4090-24G-GAMING,12999,
华硕TUF-RTX4090-O24G-GAMING,12999,
索泰GeForce RTX 4090 天启 OC,12999,1.62万
技嘉GeForce RTX 4090 WINDFORCE 24G,12999,1.56万
华硕ROG STRIX-RTX 2080Ti-11G-GAMING,12999,
华硕ROG-STRIX-RTX3090-24G-GAMING,12999,
影驰GeForce RTX 3090 星曜 OC,12999,
NVIDIA GeForce RTX 4090,12999,9599
AX电竞叛客RTX 4090 D X3W 24G,13279,1.26万
七彩虹iGame GeForce RTX 3070 Ti Ultra W OC 8G,13800,
微星GeForce RTX 4090 SUPRIM 24G,13899,1.53万
EVGA RTX 2080 XC Ultra GAMING,13909,
NVIDIA GeForce RTX 2080 Founders Edition,13988,
华硕ROG STRIX-GeForce RTX 4080 SUPER O16G GAMING,13989,
技嘉GeForce RTX 4090 GAMING OC 24G,13998,
影驰Geforce RTX 3090 HOF Extreme 限量版,13999,
EVGA GeForce RTX 3080 Ti FTW3 ULTRA GAMING,13999,
影驰GeForce RTX 4090 金属大师,13999,
七彩虹iGame GeForce RTX 4090 Advanced OC,13999,
索泰GeForce RTX 4090 D TRINITY,13999,1.5万
华硕ROG-STRIX-RTX3090-O24G-WHITE,13999,
华硕ROG-STRIX-RTX3090-24G-WHITE,13999,
PNY GeForce RTX4090 24GB XLR8 Gaming VERTO EPIC-X ARGB OC,13999,
PNY GeForce RTX4090 24GB XLR8 Gaming VERTO EPIC-X ARGB,13999,
微星GeForce RTX 3090 GAMING X TRIO 24G,13999,
华硕ROG ASTRAL 夜神 RTX5080 O16G GAMING,13999,1.6万
msi微星GeForce RTX 5080 16G SUPRIM SOC,13999,1.5万
微星GeForce RTX 4090 GAMING X TRIO 24G,13999,
索泰GeForce RTX 4090 AMP EXTREME AIRO,13999,1.64万
七彩虹iGame GeForce RTX 4090 D Advanced,13999,
丽台GeForce RTX 3090 LIFE ES,13999,
华硕ROG-STRIX-RTX3090-O24G-GAMING,13999,
华硕ROG STRIX RTX3090 EVA,13999,
技嘉GeForce RTX 4090 D WINDFORCE 24G,14299,
影驰GeForce RTX 4090 星曜 OC,14299,
影驰GeForce RTX 4090 金属大师 OC,14399,
Inno3D GeForce RTX 3090冰龙超级版,14499,
微星GeForce RTX 4090 GAMING TRIO 24G,14599,
技嘉GeForce RTX 4090 D GAMING 24G,14999,
Inno3D Geforce RTX4090 冰龙超级版,14999,
华硕ROG STRIX GeForce RTX 4080 SUPER O16G WHITE,14999,
NVIDIA GeForce RTX 3090 Ti显卡,14999,
七彩虹iGame GeForce RTX 4090 Vulcan OC,14999,
影驰GeForce RTX 4090 星曜,14999,
七彩虹iGame GeForce RTX 4090 D Vulcan 火神,14999,
七彩虹iGame GeForce RTX 4090 D Neptune,14999,
Inno3D GeForce RTX 3090 Ti GAMING X3 OC,14999,
七彩虹战斧 GeForce RTX 3090 Ti 豪华版,14999,
影驰GeForce RTX 3090 Ti 星曜,14999,
技嘉GeForce RTX 3090 Ti GAMING 24G,14999,
索泰GeForce RTX 3090Ti-24G6X PGF OC,14999,
索泰GeForce RTX 3090Ti AMP EXTREME HOLO,14999,
技嘉GeForce RTX 3090 TURBO 24G,14999,
索泰GAMING GeForce RTX 3070 AMP Holo,15000,
技嘉GeForce RTX 4090 D AERO 24G,15299,3.89万
七彩虹iGame GeForce RTX 4090 D Vulcan W,15499,
微星GeForce RTX 4090 SUPRIM X 24G,15499,
微星GeForce RTX4090 超龙 Editor Note,15499,
影驰GeForce RTX 3090 Ti 星曜 OC,15499,
华硕TUF-RTX3090Ti-O24G-GAMING,15499,
技嘉AORUS GeForce RTX 4090 MASTER 24G,15998,
技嘉AORUS GeForce RTX 4080 SUPER XTREME ICE 16G,15999,
索泰GeForce RTX 4090 AMP EXTREME AIRO 月白,15999,1.65万
耕升RTX 4090 炫光 OC,15999,
微星GeForce RTX 4090 SUPRIM X CLASSIC 24G,15999,2.25万
华硕ROG-STRIX-RTX 2080Ti-O11G-WHITE 白色限定版,15999,
影驰GeForce RTX 5080 金属大师白金版,15999,1.14万
微星GeForce RTX 3090 Ti GAMING X TRIO 24G,15999,
耕升GeForce RTX 3090 Ti 炫光 OC,15999,
技嘉GeForce RTX 3090 Ti GAMING OC 24G,15999,
影驰GeForce RTX 5090 D 大将,16499,
技嘉GeForce RTX 5090 D WINDFORCE 32G,16499,
映众GeForce RTX 5090 D 曜夜 X3,16499,1.65万
索泰GEFORCE RTX 5090 D 32GB SOLID,16499,1.65万
AX电竞叛客GeForce RTX 5090 D X3W 32GB,16499,1.65万
七彩虹iGame GeForce RTX 3090 Ti Vulcan OC,16499,
七彩虹iGame GeForce RTX 3090 Ti Neptune OC,16499,2.8万
微星GeForce RTX 3090 Ti SUPRIM X 24G,16499,
技嘉GeForce RTX 3090 Ti XTREME WATERFORCE 24G,16499,
七彩虹iGame GeForce RTX 4090 D 龙年限定 24GB,16599,
技嘉AORUS GeForce RTX 4090 XTREME WATERFORCE 24G,16998,
华硕ROG-MATRIX-RTX2080Ti-P11G-GAMING,16999,
索泰GeForce RTX 4090 D PGF,16999,2万
索泰GeForce RTX 4090 PGF OC,16999,1.73万
AX电竞叛客GEFORCE RTX3090 X3W,16999,
索泰GEFORCE RTX 5090 D 32GB SOLID OC,16999,1.7万
铭瑄 GeForce RTX 4090 MGG OC24G,16999,2.5万
华硕ROG-STRIX-RTX3090-O24G-GUNDAM,16999,
映众GeForce RTX 5090 D 超级冰龙,17999,1.8万
耕升RTX 5090 D 踏雪,18499,2.5万
微星GeForce RTX 4090 SUPRIM LIQUID 24G,18999,
七彩虹iGame GeForce RTX 3090 kudan,18999,
微星GeForce RTX 3090 AERO 24G,19000,
丽台NVIDIA RTX 4500 Ada,19980,1.98万
万丽GeForce RTX4090 24G Gallardo,19999,1.86万
耕升RTX 5090 D 踏雪OC,19999,2.6万
微星GeForce RTX 4090 SUPRIM LIQUID X 24G,19999,
EVGA RTX 2080Ti KINGPIN GAMING 11G,19999,
七彩虹iGame GeForce RTX 5090 D Advanced OC 32GB,20499,
华硕ROG-STRIX-RTX4090-24G-WHITE,20599,
华硕ROG-STRIX-RTX4090-24G-GAMING,20999,
七彩虹iGame GeForce RTX 5090 D Neptune OC 32GB,21999,
技嘉GeForce RTX 5090 D GAMING 32G,21999,2.7万
华硕ROG-STRIX-RTX4090-O24G-GAMING,21999,
七彩虹iGame GeForce RTX 5090 D Vulcan OC 32GB,22499,
华硕RTX 4090 ROG-STRIX-RTX4090-O24G-EVA-02-EDITION,22799,
七彩虹iGame GeForce RTX 5090 D Vulcan W OC 32GB,22899,
技嘉AORUS GeForce RTX 5090 D MASTER 32G,22999,2.7万
技嘉AORUS GeForce RTX 5090 D MASTER ICE 32G,23499,2.75万
msi微星GeForce RTX 5090 D 32G GAMING TRIO OC,23999,2.4万
msi微星GeForce RTX 5090 D 32G VANGUARD SOC LAUNCH EDITION,25999,2.6万
msi微星GeForce RTX 5090 D 32G SUPRIM SOC,26999,2.7万
msi微星GeForce RTX 5090 D 32G SUPRIM LIQUID SOC,27999,2.8万
华硕ROG-STRIX-RTX4090-O24G-WHITE,27999,
华硕ROG ASTRAL 夜神 RTX5090 D O32G GAMING,42999,6.8万
NVIDIA RTX5880 ADA 48G,51999,3.55万
Inno3D GeForce RTX 3080TI冰龙超级版,10.3万,
