标题,参考价,京东价,京东链接,产品图片,产品参数
端子接口	大4D"
爱国者冰魄K4（风冷）冰光版,199,,,https://2d.zol-img.com.cn/product/184_320x240/961/ce5yCecZlYawY.jpg,"散热器类型	风扇
散热方式	风冷
适用范围	多平台产品，适用于Intel LGA 775/1155/1156/1366/2011(Core i3 / i5 / i7 CPU)
智能温控	支持PWM功能
电源参数	12V
输入功率	3.36W
使用寿命	30000小时
产品尺寸	包装尺寸：215*155*125mm
产品重量	毛重：(含风扇扣具彩盒）1090g
风扇尺寸	120×120×25mm
扇叶数量	7
最高转数	1800RPM
最大风量	69.36CFM
噪音	31.6dB
热管数量	4个
热管材质	铜"
利民BA120 标准,169,136.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100036198232.html,https://2f.zol-img.com.cn/product/221_320x240/165/ceSa8tpeEBrHQ.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 115X/1200/17XX AMD：AM4/AM5
发光方式	无光
产品尺寸	124*52*154mm
产品重量	510g
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB
最高转数	1550RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	≤25.6dB
端子接口	4-pin PWM
额定电压	DC 12V 0.2A"
VALKYRIE（瓦尔基里）SL125 VALKYRIE,299,269.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100043267539.html,https://2a.zol-img.com.cn/product/252_320x240/468/cesin034FvYBE.jpg,"产品型号	SL125 VALKYRIE
散热器类型	风冷散热器
散热方式	风冷
适用范围	宽度大于210mm
发光方式	ARGB
主体材质	金属
产品重量	2.54kg
风扇尺寸	120*120*25MMmm
最高转数	800RPM
端子接口	INTEL LGA1700，AMD AM5
热管数量	6热管
散热片尺寸	125*58*168MMmm
其它参数	回流焊工艺"
利民TL-R12A,59,39.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100010827178.html,https://2d.zol-img.com.cn/product/203_320x240/373/cezHu2RbjxSBc.jpg,"散热器类型	风扇
散热方式	风冷
智能温控	支持智能温控
电源参数	12V，0.2A
产品尺寸	120×120×25mm
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	7叶
轴承类型	流体动态轴承（FDB）
转数描述	1500±10%RPM
最大风量	65.25CFM
风压	1.53mmaq
噪音	15-23dB
包装清单	风扇 x1
质保时间	6年"
ID-COOLING XF-12025-SW,26,,,https://2e.zol-img.com.cn/product/225_320x240/280/ceTsscjwNs4SY.png,"散热器类型	风扇
散热方式	风冷
发光方式	单色光（白光）
电源参数	12V，0.25A
输入功率	3W
产品尺寸	120×120×25mm
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	700-1800RPM
最大风量	74.5CFM
风压	2.15mmaq
噪音	18-35.2dB
包装清单	散热器 x1"
酷睿冰尊F1（5V供电）,24,24.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/3310902.html,https://2d.zol-img.com.cn/product/198_320x240/339/ceIbWPMzwKfZE.jpg,"散热器类型	笔记本散热器
散热方式	风冷（抽风式）
适用尺寸	适用出风口在两侧及后侧的笔记本
USB接口	1个
电源参数	5V
产品尺寸	170×88×50mm
产品重量	195g
其它特点	智能温控
风扇尺寸	75×75×25mm
转数描述	2300RPM
最大风量	73.35CFM
包装清单	散热器 x1"
酷冷至尊暴雪T400i,89,79.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/2771147.html,https://2d.zol-img.com.cn/product/221_320x240/633/cejMawdTTah8k.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel Socket LGA 2011/2011-3/1366/115X /775
发光方式	单色光
电源参数	12V
产品尺寸	116x60x160mm
风扇尺寸	120×120×25mm
最高转数	1600RPM
转数描述	600-1600±10%RPM
最大风量	66.3±10%CFM
噪音	9-31dB
热管数量	4个
散热片材质	铝
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	3个月包换，3年保修"
酷睿冰尊A9（不带显示屏）,49,49.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/3784025.html,https://2c.zol-img.com.cn/product/198_320x240/854/cecF0gQPSw0a6.jpg,"散热器类型	笔记本散热器
散热方式	风冷
适用尺寸	适用于17寸及以下笔记本
USB接口	双USB口，共2个
电源参数	5V
产品尺寸	353×255×25mm
产品重量	910g
其它特点	多角度调节，多档变速
风扇数量	6个
风扇尺寸	60×60×15mm
转数描述	1400±15%RPM
最大风量	70CFM
噪音	21-23dB
包装清单	散热器本机 x1"
乔思伯CR-1400,79,75.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/69848862087.html,https://2c.zol-img.com.cn/product/222_320x240/864/ce91H04ntUgS2.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA115X/775
发光方式	RGB
智能温控	支持智能温控
电源参数	12V
产品尺寸	93×78×126mm
产品重量	450g
其它特点	四热管全面散热，兼容各厂神光同步，1600多万种颜色变化，PWM风扇，金属扣具
风扇数量	1个
风扇尺寸	92×92×25mm
扇叶数量	7叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	900-2300±10%RPM
最大风量	20-30.5CFM
噪音	20.55-37.2dB"
猫头鹰NH-D15,699,,,https://2f.zol-img.com.cn/product/221_320x240/927/ceKPwrSqaXQlg.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel LGA2011（宽形ILM）1156/1155/1150
产品尺寸	165x150x161mm
产品重量	1320g
风扇尺寸	140×150×25（with 120mm安装孔）
扇叶数量	9个
轴承类型	SSO2
最高转数	1500RPM
噪音	24.6dB
热管材质	铜
散热片材质	铝
质保时间	6年
详细内容	本产品为用户提供多达6年免费保修期 针对中国区域（不含港、澳、台）所有购买猫头鹰产品用户，需提供购买证明（包含收据以及发票－带有销售日期、商家讯息）、产品编码方可获得保修服务！进入官网>>"
利民TR-TA120 EX标准版,209,,,https://2d.zol-img.com.cn/product/221_320x240/303/ceglWkzh8vTkY.jpg,"散热器类型	CPU散热器
散热方式	风冷
发光方式	无光
产品尺寸	124*45*154mm
产品重量	520g
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB Bearing
最高转数	1850RPM
最大风量	82CFM
风压	2.1mmaq
噪音	≤29.6dB
端子接口	4-pin PWM
额定电压	DC 12V 0.25A
热管数量	6个"
超频三青鸟3,28,21.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/781541.html,https://2c.zol-img.com.cn/product/221_320x240/848/ceh4NXnEQB23U.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
发光方式	无光
产品尺寸	127*112*57mm
产品重量	193g
风扇数量	1个
轴承类型	Hydraumatic
最高转数	2000RPM
最大风量	36.8CFM
噪音	18dB"
瓦尔基里GL360 VK,769,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100032596141.html,https://2f.zol-img.com.cn/product/242_320x240/519/cerWvLlGqmU2E.png,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 115X/17XX/20XX AMD：AM4
发光方式	RGB
风扇数量	3个
轴承类型	FDB轴承
最高转数	1850RPM
转数描述	700-1850RPM
最大风量	75CFM
风压	2.23mmaq
端子接口	4-pin PWM
额定电压	12V
水冷排类型	360mm冷排
冷头尺寸	83*76.6*65mm
冷头材质	铝
转速	800-2500RPM"
爱国者极光12cm,26,,,https://2d.zol-img.com.cn/product/191_320x240/573/ceHs9cCrRa80A.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光
电源参数	12V,0.35A
输入功率	4.2W
使用寿命	20,000小时
产品重量	150g
其它特点	灯光效果：LED常亮
风扇尺寸	120×120×25mm
扇叶数量	7叶（透明）
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	1300±10%RPM
最大风量	33CFM
噪音	23.5dB
其它参数	小3P+大4P合并设计
包装清单	风扇 x1"
利民HR-09 2280,64,44.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100035979948.html,https://2f.zol-img.com.cn/product/225_320x240/335/cecmidFrj5ziA.png,"散热器类型	CPU散热器
散热方式	热管
产品尺寸	散热器：79×24×48mmmm
产品重量	散热器：120gg
其它特点	被动式鳍片结构
包装清单	散热器 x1
质保时间	6年"
猫头鹰NF-A12x25,299,,,https://2c.zol-img.com.cn/product/199_320x240/770/cezes3oEPOPk.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	无光
主体材质	铝制
电源参数	5V,0.14A
输入功率	1.68W
产品尺寸	120x120x25mm
轴承类型	SSO2
最高转数	2000RPM
风压	2.34mmaq
噪音	22.6dB
包装清单	风扇 x1
保修政策	全国联保，享受三包服务
质保时间	6年
质保备注	6年质保
客服电话	075536605306"
猫头鹰NH-U12A,799,,,https://2a.zol-img.com.cn/product/222_320x240/970/ceX5BlJkvy4.jpg,"散热器类型	CPU散热器
散热方式	风冷/热管
电源参数	12V
使用寿命	150000小时
产品尺寸	158×125×112mmmm
产品重量	1220g
风扇数量	2个
风扇尺寸	120×120×25mm
最高转数	2000RPM
噪音	22.6dB
热管数量	7个
热管材质	铜
散热片尺寸	散热片材质:铝+铜mm
散热片材质	铝，铜管"
超频三巨浪120 GI-CL120VC,199,179.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/3762171.html,https://2d.zol-img.com.cn/product/221_320x240/767/ce1a1GvDW1DK2.jpg,"散热器类型	CPU散热器
散热方式	水冷
产品尺寸	153*120*27mm
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	液压轴承
最高转数	1600RPM
转数描述	800-1600RPM
最大风量	65.4CFM
噪音	30.8dB
水冷管长度	360mm
水泵	水泵轴承：陶瓷轴承"
酷冷至尊夜鹰（RR-UAS-L9C6）,20,18.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/849714.html,https://2b.zol-img.com.cn/product/112_320x240/753/ce54vWas9zyY.jpg,"散热器类型	CPU散热器
散热方式	风冷，散热片
适用范围	Intel LGA 775/115X
电源参数	12V,0.2A
产品尺寸	102X97.43x48.9mm
产品重量	200g
风扇尺寸	80×80×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	2500±10%RPM
最大风量	37CFM
噪音	29.5dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	3个月包换，3年保修
客服电话	400-618-7400"
超频三蓝狐,40,,,https://2f.zol-img.com.cn/product/225_320x240/933/ceWiFP1zWzuk.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 1151
发光方式	无光
电源参数	12V
产品尺寸	117×78×112mm
风扇数量	1个
风扇尺寸	80×80×25mm
最高转数	2200RPM
转数描述	1980-2420RPM
最大风量	35CFM
噪音	20dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
客服电话	4008306618"
利民AXP90-X53,199,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100009264191.html,https://2b.zol-img.com.cn/product/221_320x240/683/cepi7xIfUCAA.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 115X/1200 AMD：AM4/AM5
发光方式	无光
产品尺寸	94.5*95*38mm
产品重量	330g
风扇数量	1个
风扇尺寸	92*92*15mm
轴承类型	液压轴承
最高转数	2700RPM
最大风量	42.58CFM
风压	1.33mmaq
噪音	22.4dB
端子接口	4-pin PWM
热管数量	4个"
超频三疾风F-85,19,19.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/550266.html,https://2f.zol-img.com.cn/product/55_320x240/835/ceDmwujYKbJvk.jpg,"散热器类型	风扇
散热方式	风冷
电源参数	12V，0.12A
产品尺寸	80x80x25mm
风扇尺寸	80×80×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2200RPM
转数描述	2200±10%RPM
最大风量	30CFM
噪音	18dB
包装清单	散热器本机 x1
保修政策	全国联保，享受三包服务
质保时间	3年
质保备注	1个月包换，3年质保
客服电话	0755-8931-2233
电话备注	周一至周五：9:00-18:00（节假日休息）"
ningmei（宁美）N3 宁美-无光风扇,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/40114460419.html,https://2e.zol-img.com.cn/product/252_320x240/624/cehxnDE8c56rc.jpg,"产品型号	N系列
产品重量	145g"
ID-COOLING IS-40X,89,,,https://2b.zol-img.com.cn/product/198_320x240/141/cedWkSviKG4mY.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 1151/1150/1155/1156
电源参数	12V，0.16A
输入功率	1.92W
产品尺寸	94×100×45mm
其它特点	ITX避位设计
风扇尺寸	92×92×15mm
转数描述	600-2500RPM
最大风量	44.3CFM
风压	3.24mmaq
噪音	14-33.4dB
散热片材质	铝
包装清单	散热器 x1"
九州风神玄冰400S,82,,,https://2c.zol-img.com.cn/product/221_320x240/476/ceA2au7dC2WY.jpg,"散热器类型	CPU散热器
散热方式	风冷
产品尺寸	129*77*155mm
产品重量	606g
风扇尺寸	120*120*25mm
最大风量	50.8CFM
噪音	≤14.6dB
端子接口	3-pin
额定电压	DC 12V，0.12A
额定功率	1.44W
热管数量	4个"
利民TL-AX120 刺客,119,109.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100006525699.html,https://2e.zol-img.com.cn/product/222_320x240/68/ceLYguLjETmjY.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：115X/2066/2011
发光方式	无光
电源参数	12V，0.2A
产品尺寸	120×71×154mm
产品重量	690g
风扇数量	1个
风扇尺寸	120×120×25mm
轴承类型	流体动态轴承（FDB）
转数描述	1500±10%RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	25.6dB
热管数量	4个
散热片材质	铝"
利民AQUA ELITE 240 WHITE ARGB,319,230.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100038108279.html,https://2b.zol-img.com.cn/product/229_320x240/309/ceC4myb3FX8Js.jpg,"散热器类型	一体式水冷散热器
散热方式	水冷
适用范围	Intel：LGA 115X/1200/2011/2066/1700 AMD：AM5/AM4/AM3/FM1/FM2
发光方式	RGB
产品尺寸	277×120×27mm
风扇数量	2个
风扇尺寸	120×120×25mm
转数描述	10%±1550RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	30dB
端子接口	风扇接口：4 pin PWM
水冷排类型	240mm冷排
冷头尺寸	72*72*48mm
转速	10%±2600RPM"
超频三东海X6,109,,,https://2a.zol-img.com.cn/product/221_320x240/258/ced1PhFgJ6rio.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	支持Intel LGA 775/115X/1151
发光方式	单色光
电源参数	12V,0.08-0.15±0.02A
产品尺寸	126x106x148mm
产品重量	705g
轴承类型	Rifle Bearing
最高转数	1800RPM
转数描述	800-1800±10%RPM
最大风量	52.54±10%CFM
噪音	18-30.5dB
热管数量	5个
热管材质	铜
保修政策	全国联保，享受三包服务
质保时间	3年"
乔思伯HP400S 标准,99,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/1340034.html,https://2e.zol-img.com.cn/product/221_320x240/660/ceVW4LfJ4Vids.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
发光方式	无光
产品尺寸	103*92*36mm
产品重量	380g
风扇数量	1个
最高转数	3000RPM
转数描述	800-3000RPM
最大风量	48.3CFM
噪音	14-33dB
端子接口	4-pin PWM
额定电压	12V"
博米迦v6（220v供电版）,140,,,https://2d.zol-img.com.cn/product/229_320x240/489/cezuoL30AZCqI.jpg,"产品型号	v6
散热方式	风冷
产品重量	100g
风扇尺寸	30mm
额定电压	5v
散热片尺寸	420*338*55mm"
大水牛T3,30,23.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100005501072.html,https://2c.zol-img.com.cn/product/198_320x240/452/ceZQwU9ZF566.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel/AMD
发光方式	RGB
主体材质	铝制
电源参数	12V
使用寿命	30000小时
产品尺寸	152×94×132mm
风扇尺寸	90×90×25mm
转数描述	1800±10%RPM
最大风量	35CFM
热管材质	铝
包装清单	散热器本机 x1
客服电话	400-0987-652"
利民AXP90-X36,154,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100023428552.html,https://2a.zol-img.com.cn/product/221_320x240/490/ceB38VaptbZM.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel：LGA 115X/1200 AMD：FM4/AM5
发光方式	无光
产品尺寸	94.5*95*21mm
产品重量	230g
风扇数量	1个
风扇尺寸	92*92*15mm
轴承类型	液压轴承
最高转数	2700RPM
最大风量	42.58CFM
风压	1.33mmaq
噪音	22.4dB
端子接口	4-pin PWM
热管数量	4个"
大水牛L5,16,14.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/2299731.html,https://2b.zol-img.com.cn/product/197_320x240/595/ceIe6mv3usq8M.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel Celeron/i3/i5/i7/1150/1151/1155/1156
主体材质	铝制
电源参数	12V
使用寿命	30000小时
产品尺寸	95×95×65mm
其它特点	奇数叶片风扇散热设计
风扇尺寸	90×90×25mm
最高转数	2200RPM
转数描述	2200RPM
最大风量	35CFM
噪音	27.2dB
热管材质	铝
包装清单	散热器本机 x1
质保时间	1年"
利民TL-C12S,109,,,https://2a.zol-img.com.cn/product/200_320x240/468/ce8DInEWzLHJg.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	RGB
电源参数	12V，0.2A
其它特点	+5V幻彩灯珠
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	流体动态轴承（FDB）
转数描述	1500±10%RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	25.6dB
包装清单	散热器本机 x1
质保时间	6年"
九州风神玄冰400G,99,,,https://2d.zol-img.com.cn/product/221_320x240/579/ceGIBDqxoRrE.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA1700/1200/1151/1150/1155 AMD：AM4
产品尺寸	129*86*157.5mm
产品重量	750g
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	流体保护系统轴承（Hypro Bearing）
最高转数	1500RPM
转数描述	500-1500RPM
最大风量	52CFM
风压	2.07mmaq
端子接口	4-pin PWM
额定电压	DC 12V，0.07A
额定功率	0.84W
热管数量	4个"
瓦尔基里）C360 VALKYRIE VK,589,589.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100023071423.html,https://2d.zol-img.com.cn/product/221_320x240/377/ceAVq91P2rohQ.jpg,"散热器类型	CPU散热器
散热方式	水冷
适用范围	Intel：LGA 115X/17XX/20XX AMD：AM4
发光方式	RGB
风扇数量	3个
轴承类型	FDB轴承
最高转数	1850RPM
转数描述	700-1850RPM
最大风量	75CFM
风压	2.23mmaq
端子接口	4-pin PWM
额定电压	12V
水冷排类型	360mm冷排
冷头尺寸	83*76.6*65mm
冷头材质	铝
转速	800-2500RPM"
乔思伯SHADOW•光影240,399,,,https://2a.zol-img.com.cn/product/225_320x240/664/ceX8abpsEpJs.jpg,"散热器类型	CPU散热器，水冷散热器
